# name: US-counties-internet
# source: https://raw.githubusercontent.com/eepsmedia/eeps-data-zoo/main/cages/US-counties-internet.csv
# importDate: 2026-01-29T15:54:27.920Z
# description: internet access in US Counties, probably 2023 
# attribute -- name: NAME, description: county or region name, type: categorical, editable: true
# attribute -- name: population, type: numeric, editable: true
# attribute -- name: median_income, type: numeric, editable: true
# attribute -- name: with_internet, description: percent of households with internet, type: numeric, editable: true
# attribute -- name: type, description: urban or rural...note that "mostly urban" means that most of the _people_ live in cities, editable: true
NAME,population,median_income,with_internet,type
"Jackson, Minnesota",10047,57010,81.8368277,Mostly Rural
"Kanabec, Minnesota",16004,53300,78.7874089,Mostly Rural
"Kandiyohi, Minnesota",42658,59089,82.921133,Mostly Urban
"Kittson, Minnesota",4337,57112,79.1115812,Rural
"Koochiching, Minnesota",12644,47129,76.1408552,Mostly Urban
"Lac qui Parle, Minnesota",6773,52199,79.9871092,Rural
"Lake, Minnesota",10569,59516,83.6774069,Mostly Rural
"Lake of the Woods, Minnesota",3809,49068,72.1766562,Rural
"Le Sueur, Minnesota",27983,67451,82.7018576,Mostly Rural
"Lincoln, Minnesota",5707,52301,74.3319838,Rural
"Lyon, Minnesota",25839,55525,86.6368159,Mostly Urban
"McLeod, Minnesota",35825,61275,84.9502822,Mostly Urban
"Mahnomen, Minnesota",5506,44537,72.9618163,Rural
"Marshall, Minnesota",9392,58723,80.6256307,Rural
"Martin, Minnesota",19964,53915,80.1456142,Mostly Rural
"Meeker, Minnesota",23079,61856,79.9695354,Mostly Rural
"Mille Lacs, Minnesota",25728,53888,79.1436464,Mostly Rural
"Morrison, Minnesota",32949,54962,77.7135231,Mostly Rural
"Mower, Minnesota",39602,53665,81.5894723,Mostly Urban
"Murray, Minnesota",8353,57500,79.9297677,Rural
"Nicollet, Minnesota",33783,65027,86.56775,Mostly Urban
"Nobles, Minnesota",21839,54149,79.3719134,Mostly Urban
"Norman, Minnesota",6559,55206,70.6051873,Rural
"Olmsted, Minnesota",153065,74880,89.9884812,Mostly Urban
"Otter Tail, Minnesota",57992,57131,79.6128127,Mostly Rural
"Pennington, Minnesota",14184,59036,82.7470687,Mostly Urban
"Pine, Minnesota",29129,49138,75.1356408,Mostly Rural
"Pipestone, Minnesota",9185,52309,79.8103319,Mostly Rural
"Polk, Minnesota",31591,57151,82.5023969,Mostly Urban
"Pope, Minnesota",10980,58132,79.1230893,Rural
"Ramsey, Minnesota",541493,62304,88.0680541,Mostly Urban
"Red Lake, Minnesota",4008,56588,79.5387345,Rural
"Redwood, Minnesota",15331,53230,75.7852564,Mostly Rural
"Renville, Minnesota",14721,57886,73.4304207,Rural
"Rice, Minnesota",65765,65758,85.2636147,Mostly Urban
"Rock, Minnesota",9413,59890,81.6490699,Mostly Rural
"Roseau, Minnesota",15462,59644,82.0683903,Mostly Rural
"St. Louis, Minnesota",200080,53344,81.5386951,Mostly Urban
"Scott, Minnesota",143372,97744,92.0758606,Mostly Urban
"Sherburne, Minnesota",93231,85818,90.5977251,Mostly Urban
"Sibley, Minnesota",14912,62761,77.9894005,Rural
"Stearns, Minnesota",156819,60606,86.3867144,Mostly Urban
"Steele, Minnesota",36676,62731,84.2254104,Mostly Urban
"Stevens, Minnesota",9784,58363,83.7420777,Mostly Urban
"Swift, Minnesota",9411,48577,77.3834871,Mostly Rural
"Todd, Minnesota",24440,52872,74.6672086,Mostly Rural
"Traverse, Minnesota",3337,48784,78.9141414,Rural
"Wabasha, Minnesota",21500,65138,83.6217622,Mostly Rural
"Wadena, Minnesota",13646,45860,76.5897481,Mostly Rural
"Waseca, Minnesota",18809,55612,84.0850949,Mostly Rural
"Washington, Minnesota",253317,92376,92.8228022,Mostly Urban
"Watonwan, Minnesota",10973,51097,72.7651691,Mostly Rural
"Wilkin, Minnesota",6343,54935,78.4501062,Mostly Rural
"Winona, Minnesota",50847,55529,85.0730208,Mostly Urban
"Wright, Minnesota",132745,81881,88.9387461,Mostly Urban
"Yellow Medicine, Minnesota",9868,56943,79.2316927,Mostly Rural
"Adams, Mississippi",31547,29203,72.7184552,Mostly Urban
"Alcorn, Mississippi",37180,40180,74.7345194,Mostly Rural
"Amite, Mississippi",12468,31854,59.7241655,Rural
"Attala, Mississippi",18581,34756,68.2143358,Mostly Rural
"Benton, Mississippi",8253,35974,61.0616551,Rural
"Bolivar, Mississippi",32592,29912,59.3552101,Mostly Rural
"Calhoun, Mississippi",14571,36440,65.9134035,Rural
"Carroll, Mississippi",10129,43060,66.7031165,Rural
"Chickasaw, Mississippi",17279,35939,59.1036415,Mostly Rural
"Choctaw, Mississippi",8321,37203,63.1163085,Rural
"Claiborne, Mississippi",9120,26732,63.0774344,Rural
"Clarke, Mississippi",15928,39246,63.310962,Rural
"Clay, Mississippi",19808,35121,69.3230174,Mostly Rural
"Coahoma, Mississippi",23802,30009,62.0654163,Mostly Urban
"Copiah, Mississippi",28721,40361,56.1675153,Mostly Rural
"Covington, Mississippi",19091,35931,60.5681484,Rural
"DeSoto, Mississippi",176132,65169,87.3658945,Mostly Urban
"Forrest, Mississippi",75517,40675,77.6299361,Mostly Urban
"Franklin, Mississippi",7757,40810,76.26498,Rural
"George, Mississippi",23710,48319,66.8839989,Mostly Rural
"Greene, Mississippi",13714,49447,72.8187919,Rural
"Grenada, Mississippi",21278,36877,67.5705253,Mostly Rural
"Hancock, Mississippi",46653,47543,79.1433987,Mostly Urban
"Harrison, Mississippi",202626,45566,79.4453673,Mostly Urban
"Hinds, Mississippi",241774,43005,77.407136,Mostly Urban
"Holmes, Mississippi",18075,21093,45.142766,Mostly Rural
"Humphreys, Mississippi",8539,28507,65.9413434,Mostly Urban
"Issaquena, Mississippi",1328,25776,50.2066116,Rural
"Itawamba, Mississippi",23480,40510,77.3719274,Mostly Rural
"Jackson, Mississippi",142014,51142,79.3715608,Mostly Urban
"Jasper, Mississippi",16529,35931,57.264574,Rural
"Jefferson, Mississippi",7346,20188,62.0158103,Rural
"Jefferson Davis, Mississippi",11495,30083,51.5395743,Rural
"Jones, Mississippi",68454,41263,58.157746,Mostly Rural
"Kemper, Mississippi",10107,28176,55.6873315,Rural
"Lafayette, Mississippi",53459,47132,85.323808,Mostly Urban
"Lamar, Mississippi",61223,58188,85.0087786,Mostly Rural
"Lauderdale, Mississippi",77323,41704,73.9285835,Mostly Urban
"Lawrence, Mississippi",12630,42290,56.5199249,Rural
"Leake, Mississippi",22870,33482,64.9118511,Mostly Rural
"Lee, Mississippi",84915,47978,77.2523011,Mostly Urban
"Leflore, Mississippi",29804,26052,48.0144757,Mostly Urban
"Lincoln, Mississippi",34432,40355,64.4188041,Mostly Rural
"Lowndes, Mississippi",59437,45355,79.0343857,Mostly Urban
"Madison, Mississippi",103498,71690,84.746284,Mostly Urban
"Marion, Mississippi",25202,31446,60.6937022,Mostly Rural
"Marshall, Mississippi",35787,41572,62.6663607,Mostly Rural
"Monroe, Mississippi",35840,40940,67.1580147,Mostly Rural
"Montgomery, Mississippi",10198,33667,70.1883525,Mostly Rural
"Neshoba, Mississippi",29376,36875,68.7634358,Mostly Rural
"Newton, Mississippi",21524,33831,67.0355633,Mostly Rural
"Noxubee, Mississippi",10828,36000,60.3482587,Mostly Rural
"Oktibbeha, Mississippi",49481,38800,81.2348052,Mostly Urban
"Panola, Mississippi",34243,36563,60.1992448,Mostly Rural
"Pearl River, Mississippi",55149,45820,78.9514264,Mostly Rural
"Perry, Mississippi",12028,39007,68.9896998,Rural
"Pike, Mississippi",39737,30910,58.9397656,Mostly Rural
"Pontotoc, Mississippi",31315,41379,65.4060067,Mostly Rural
"Prentiss, Mississippi",25360,37519,69.9861687,Mostly Rural
"Quitman, Mississippi",7372,25510,54.3371522,Mostly Rural
"Rankin, Mississippi",151240,64557,84.4284558,Mostly Urban
"Scott, Mississippi",28415,33735,61.2745568,Mostly Rural
"Sharkey, Mississippi",4511,28799,63.019943,Rural
"Simpson, Mississippi",27073,37946,62.418545,Mostly Rural
"Smith, Mississippi",16063,41657,56.8119891,Rural
"Stone, Mississippi",18375,44883,73.1214344,Mostly Rural
"Sunflower, Mississippi",26532,30029,60.960782,Mostly Urban
"Tallahatchie, Mississippi",14361,30028,54.1735246,Mostly Rural
"Tate, Mississippi",28493,51056,73.977007,Mostly Rural
"Tippah, Mississippi",21990,39839,69.5728423,Mostly Rural
"Tishomingo, Mississippi",19478,37312,70.897184,Rural
"Tunica, Mississippi",10170,37822,70.8851129,Mostly Rural
"Union, Mississippi",28356,41287,70.1236057,Mostly Rural
"Walthall, Mississippi",14601,29804,53.6864332,Rural
"Warren, Mississippi",47075,43039,76.4361079,Mostly Urban
"Washington, Mississippi",47086,30834,66.3041696,Mostly Urban
"Wayne, Mississippi",20422,37970,67.9725886,Mostly Rural
"Webster, Mississippi",9828,40683,69.87061,Rural
"Wilkinson, Mississippi",8990,26599,51.0697032,Rural
"Winston, Mississippi",18358,36214,63.601947,Mostly Rural
"Yalobusha, Mississippi",12421,41864,54.31118,Mostly Rural
"Yazoo, Mississippi",27974,31402,60.8240304,Mostly Urban
"Adair, Missouri",25325,40046,78.2508147,Mostly Urban
"Andrew, Missouri",17403,55683,80.9460849,Mostly Rural
"Atchison, Missouri",5270,48385,78.2834331,Rural
"Audrain, Missouri",25735,43761,73.9279588,Mostly Urban
"Barry, Missouri",35493,41463,71.7583832,Mostly Rural
"Barton, Missouri",11850,41625,70.4928006,Mostly Rural
"Bates, Missouri",16374,46186,74.3364152,Mostly Rural
"Benton, Missouri",18989,38028,71.8761797,Mostly Rural
"Bollinger, Missouri",12281,42985,69.6508888,Rural
"Boone, Missouri",176515,54043,88.6044284,Mostly Urban
"Buchanan, Missouri",89076,50457,76.9711654,Mostly Urban
"Butler, Missouri",42733,39058,73.8766277,Mostly Rural
"Caldwell, Missouri",9049,48033,73.1667572,Rural
"Callaway, Missouri",44840,55376,76.4870932,Mostly Rural
"Camden, Missouri",45096,52087,81.3059145,Mostly Rural
"Cape Girardeau, Missouri",78324,51730,83.1914459,Mostly Urban
"Carroll, Missouri",8843,42149,71.9876126,Mostly Rural
"Carter, Missouri",6197,39415,66.3989856,Rural
"Cass, Missouri",102678,67659,86.0206876,Mostly Urban
"Cedar, Missouri",13938,39412,76.1970614,Mostly Rural
"Chariton, Missouri",7546,46992,73.2277798,Rural
"Christian, Missouri",84275,57019,84.5772904,Mostly Urban
"Clark, Missouri",6800,47955,71.481985,Rural
"Clay, Missouri",239164,68367,90.2697015,Mostly Urban
"Clinton, Missouri",20475,58510,81.4392546,Mostly Rural
"Cole, Missouri",76740,57587,79.8715923,Mostly Urban
"Cooper, Missouri",17622,48750,77.1001867,Mostly Rural
"Crawford, Missouri",24280,38036,71.9413069,Mostly Rural
"Dade, Missouri",7590,39979,71.8318896,Rural
"Dallas, Missouri",16499,41551,70.7660323,Mostly Rural
"Daviess, Missouri",8302,50380,76.0949515,Rural
"DeKalb, Missouri",12564,50000,76.4952781,Mostly Rural
"Dent, Missouri",15504,39916,70.5238095,Mostly Rural
"Douglas, Missouri",13374,34372,69.8400312,Mostly Rural
"Dunklin, Missouri",30428,34186,74.5554036,Mostly Rural
"Franklin, Missouri",102781,55312,79.7302599,Mostly Rural
"Gasconade, Missouri",14746,53439,79.4310007,Mostly Rural
"Gentry, Missouri",6665,42689,75.4709727,Rural
"Greene, Missouri",288429,44808,82.5127432,Mostly Urban
"Grundy, Missouri",10039,42574,74.6800502,Mostly Urban
"Harrison, Missouri",8554,40168,77.1934758,Mostly Rural
"Henry, Missouri",21765,43911,78.3672138,Mostly Urban
"Hickory, Missouri",9368,36190,70.9701493,Rural
"Holt, Missouri",4456,45610,71.7412451,Rural
"Howard, Missouri",10113,50372,76.8755268,Mostly Rural
"Howell, Missouri",40102,36143,75.2857681,Mostly Rural
"Iron, Missouri",10221,37188,65.8084697,Mostly Rural
"Jackson, Missouri",692003,52805,82.7813609,Mostly Urban
"Jasper, Missouri",119238,46929,80.488721,Mostly Urban
"Jefferson, Missouri",223302,63030,85.3020985,Mostly Urban
"Johnson, Missouri",53689,53056,88.4949095,Mostly Rural
"Knox, Missouri",3951,40383,65.3620352,Rural
"Laclede, Missouri",35507,46192,75.0252416,Mostly Rural
"Lafayette, Missouri",32589,54661,78.4396944,Mostly Rural
"Lawrence, Missouri",38133,43373,76.9241304,Mostly Rural
"Lewis, Missouri",10027,47764,77.4827403,Rural
"Lincoln, Missouri",55563,61628,82.1272281,Mostly Rural
"Linn, Missouri",12186,43642,71.902131,Mostly Rural
"Livingston, Missouri",15076,47885,71.99932,Mostly Urban
"McDonald, Missouri",22827,42019,60.8631319,Rural
"Macon, Missouri",15254,40007,70.3175412,Mostly Rural
"Madison, Missouri",12205,41322,67.9128349,Mostly Rural
"Maries, Missouri",8884,44436,69.6021948,Rural
"Marion, Missouri",28672,46762,80.5304348,Mostly Urban
"Mercer, Missouri",3664,44085,70.0603318,Rural
"Miller, Missouri",25049,42718,73.8678091,Mostly Rural
"Mississippi, Missouri",13748,32846,70.4563492,Mostly Urban
"Moniteau, Missouri",15958,54828,70.5761317,Mostly Rural
"Monroe, Missouri",8654,43973,70.5671806,Rural
"Montgomery, Missouri",11545,45862,71.212431,Mostly Rural
"Morgan, Missouri",20137,37727,68.7943262,Rural
"New Madrid, Missouri",17811,35399,71.2800875,Mostly Rural
"Newton, Missouri",58202,49023,75.5703251,Mostly Rural
"Nodaway, Missouri",22547,43349,80.9063444,Mostly Urban
"Oregon, Missouri",10699,32534,60.1811005,Mostly Rural
"Osage, Missouri",13619,58476,73.9292001,Rural
"Ozark, Missouri",9236,32601,64.5511583,Rural
"Pemiscot, Missouri",17031,33390,70.9422936,Mostly Urban
"Perry, Missouri",19146,54964,79.355687,Mostly Rural
"Pettis, Missouri",42371,44382,77.4574461,Mostly Urban
"Phelps, Missouri",44789,42846,82.199875,Mostly Urban
"Pike, Missouri",18489,45753,73.2030075,Mostly Rural
"Platte, Missouri",98824,76912,92.2720327,Mostly Urban
"Polk, Missouri",31549,44892,80.37553,Mostly Rural
"Pulaski, Missouri",52591,51665,85.3187808,Mostly Urban
"Putnam, Missouri",4815,37367,69.9944537,Rural
"Ralls, Missouri",10217,55546,80.0699301,Mostly Rural
"Randolph, Missouri",24945,46610,78.0999161,Mostly Urban
"Ray, Missouri",22825,59857,78.9413773,Mostly Rural
"Reynolds, Missouri",6315,40929,74.2228961,Rural
"Ripley, Missouri",13693,33343,66.6084594,Rural
"St. Charles, Missouri",389985,81411,91.0462311,Mostly Urban
"St. Clair, Missouri",9383,38470,68.9772176,Rural
"Ste. Genevieve, Missouri",17871,56234,75.8200168,Mostly Rural
"St. Francois, Missouri",66342,45774,79.1368928,Mostly Urban
"St. Louis, Missouri",998684,65300,87.8876562,Mostly Urban
"Saline, Missouri",23102,43201,77.6570895,Mostly Urban
"Schuyler, Missouri",4502,39697,62.4685139,Rural
"Scotland, Missouri",4898,42965,75.0549451,Rural
"Scott, Missouri",38729,42231,77.2621208,Mostly Urban
"Shannon, Missouri",8246,32180,61.7396785,Rural
"Shelby, Missouri",6061,44051,75.7625051,Rural
"Stoddard, Missouri",29512,40567,73.6049298,Mostly Rural
"Stone, Missouri",31527,46443,83.0698544,Mostly Rural
"Sullivan, Missouri",6317,42604,70.699172,Rural
"Taney, Missouri",54720,41487,84.1187517,Mostly Urban
"Texas, Missouri",25671,35277,73.4627832,Mostly Rural
"Vernon, Missouri",20691,43379,81.1750306,Mostly Rural
"Warren, Missouri",33908,57948,81.1151079,Mostly Rural
"Washington, Missouri",24931,39621,69.0256748,Mostly Rural
"Wayne, Missouri",13308,34391,69.3465492,Rural
"Webster, Missouri",38082,47421,73.7477771,Mostly Rural
"Worth, Missouri",2040,52500,72.4299065,Rural
"Wright, Missouri",18293,32752,71.0641799,Mostly Rural
"St. Louis city, Missouri",311273,41107,75.7224734,Mostly Urban
"Beaverhead, Montana",9393,44809,80.8901182,Mostly Rural
"Big Horn, Montana",13376,46365,65.2020613,Mostly Rural
"Blaine, Montana",6727,38083,71.25,Rural
"Broadwater, Montana",5834,56469,76.6942149,Rural
"Carbon, Montana",10546,57538,80.7548003,Rural
"Carter, Montana",1318,44196,78.4,Rural
"Cascade, Montana",81746,48160,78.2835908,Mostly Urban
"Chouteau, Montana",5789,40942,73.8475177,Rural
"Custer, Montana",11845,55841,79.3209245,Mostly Urban
"Daniels, Montana",1753,54750,75.1168224,Rural
"Dawson, Montana",9191,59820,79.5317221,Mostly Urban
"Deer Lodge, Montana",9100,41783,73.1776913,Mostly Urban
"Fallon, Montana",2838,60750,83.1029186,Rural
"Fergus, Montana",11273,50327,81.3668342,Mostly Urban
"Flathead, Montana",98082,52966,85.1981596,Mostly Rural
"Gallatin, Montana",104729,61499,90.2226986,Mostly Urban
"Garfield, Montana",1141,45893,76.9574944,Rural
"Glacier, Montana",13699,31029,62.1110579,Mostly Urban
"Golden Valley, Montana",724,39952,75.6676558,Rural
"Granite, Montana",3269,48958,79.6875,Rural
"Hill, Montana",16439,47141,81.1284667,Mostly Urban
"Jefferson, Montana",11778,66867,84.3159316,Rural
"Judith Basin, Montana",1951,45764,82.4485374,Rural
"Lake, Montana",29774,45488,78.1753734,Mostly Rural
"Lewis and Clark, Montana",67077,62130,83.7589928,Mostly Urban
"Liberty, Montana",2280,47419,74.8306998,Rural
"Lincoln, Montana",19358,38287,76.6678775,Mostly Rural
"McCone, Montana",1630,47500,72.8693182,Rural
"Madison, Montana",8218,50247,78.4831945,Rural
"Meagher, Montana",1968,43109,72.3631509,Rural
"Mineral, Montana",4211,41905,69.6880518,Rural
"Missoula, Montana",115983,51270,87.8024194,Mostly Urban
"Musselshell, Montana",4807,41612,73.3269138,Rural
"Park, Montana",16246,49194,84.9304382,Mostly Urban
"Petroleum, Montana",432,44688,80.7486631,Rural
"Phillips, Montana",4124,46222,72.6553672,Rural
"Pondera, Montana",6044,45458,76.3954588,Mostly Rural
"Powder River, Montana",1619,52457,86.4759428,Rural
"Powell, Montana",6861,49652,75.041876,Mostly Rural
"Prairie, Montana",1342,47250,77.037037,Rural
"Ravalli, Montana",41902,48930,81.6167875,Mostly Rural
"Richland, Montana",11360,67272,79.746272,Mostly Urban
"Roosevelt, Montana",11228,42904,69.1698352,Mostly Urban
"Rosebud, Montana",9250,56549,69.4312043,Rural
"Sanders, Montana",11521,36984,70.4219665,Rural
"Sheridan, Montana",3574,54321,83.768997,Rural
"Silver Bow, Montana",34814,42237,77.4772397,Mostly Urban
"Stillwater, Montana",9410,63785,84.876211,Rural
"Sweet Grass, Montana",3653,49514,77.5048481,Rural
"Teton, Montana",6080,51862,79.030303,Rural
"Toole, Montana",4976,46823,77.6080084,Mostly Urban
"Treasure, Montana",777,42292,80.8219178,Rural
"Valley, Montana",7532,55882,80.4423749,Mostly Rural
"Wheatland, Montana",2149,41186,75.6394641,Rural
"Wibaux, Montana",1175,50202,68.0080483,Rural
"Yellowstone, Montana",157816,59117,85.8977316,Mostly Urban
"Adams, Nebraska",31583,51536,81.7859953,Mostly Urban
"Antelope, Nebraska",6372,48716,76.7850467,Rural
"Arthur, Nebraska",418,43854,76.1658031,Rural
"Banner, Nebraska",696,59625,83.5125448,Rural
"Blaine, Nebraska",480,50870,83.0275229,Rural
"Boone, Nebraska",5313,54063,81.6666667,Rural
"Box Butte, Nebraska",11089,56412,80.5457196,Mostly Urban
"Boyd, Nebraska",2042,50729,73.089701,Rural
"Brown, Nebraska",2988,41550,76.2900976,Rural
"Buffalo, Nebraska",49030,56952,85.6874511,Mostly Urban
"Burt, Nebraska",6528,51482,73.5183282,Rural
"Butler, Nebraska",8067,55562,79.0346461,Mostly Rural
"Cass, Nebraska",25702,71139,86.7066467,Mostly Rural
"Cedar, Nebraska",8523,58978,81.6261574,Rural
"Chase, Nebraska",3734,55833,82.1470245,Rural
"Cherry, Nebraska",5790,53684,78.8386594,Mostly Rural
"Cheyenne, Nebraska",9852,56538,79.8376184,Mostly Urban
"Clay, Nebraska",6232,56316,81.5073815,Rural
"Colfax, Nebraska",10760,56528,75.3630984,Mostly Urban
"Cuming, Nebraska",8991,55190,73.347548,Mostly Rural
"Custer, Nebraska",10830,49891,74.6801486,Mostly Rural
"Dakota, Nebraska",20317,55017,78.6346567,Mostly Urban
"Dawes, Nebraska",8896,51748,82.9975159,Mostly Urban
"Dawson, Nebraska",23804,53769,80.1600534,Mostly Urban
"Deuel, Nebraska",1894,48500,75.6067961,Rural
"Dixon, Nebraska",5746,56775,75.9844223,Rural
"Dodge, Nebraska",36683,53101,81.3918503,Mostly Urban
"Douglas, Nebraska",554992,61688,85.7785687,Mostly Urban
"Dundy, Nebraska",2023,44350,73.9884393,Rural
"Fillmore, Nebraska",5574,55625,77.5298805,Rural
"Franklin, Nebraska",3006,49235,75.1107829,Rural
"Frontier, Nebraska",2609,51855,72.0430108,Rural
"Furnas, Nebraska",4786,47989,77.0774977,Rural
"Gage, Nebraska",21595,51662,80.6768559,Mostly Urban
"Garden, Nebraska",1860,44471,80.4822044,Rural
"Garfield, Nebraska",1975,48545,69.8645598,Rural
"Gosper, Nebraska",2015,62545,80.7297605,Rural
"Grant, Nebraska",718,39479,74.4027304,Rural
"Greeley, Nebraska",2410,47128,76.2088975,Rural
"Hall, Nebraska",61343,54742,82.5010931,Mostly Urban
"Hamilton, Nebraska",9178,64042,87.4831035,Mostly Rural
"Harlan, Nebraska",3438,50344,79.4871795,Rural
"Hayes, Nebraska",943,45515,78.6924939,Rural
"Hitchcock, Nebraska",2843,42902,73.3664185,Rural
"Holt, Nebraska",10245,57468,76.8207441,Mostly Rural
"Hooker, Nebraska",691,39115,73.0407524,Rural
"Howard, Nebraska",6405,54399,77.4962742,Rural
"Jefferson, Nebraska",7188,43295,75.4797441,Mostly Urban
"Johnson, Nebraska",5197,52794,75.7142857,Rural
"Kearney, Nebraska",6552,56952,81.4690529,Mostly Rural
"Keith, Nebraska",8099,48901,81.6597294,Mostly Urban
"Keya Paha, Nebraska",792,49688,82.5153374,Rural
"Kimball, Nebraska",3667,43856,71.2921706,Rural
"Knox, Nebraska",8460,49752,76.5106151,Rural
"Lancaster, Nebraska",310094,58009,89.0269556,Mostly Urban
"Lincoln, Nebraska",35433,56794,81.6349683,Mostly Urban
"Logan, Nebraska",886,51607,73.6070381,Rural
"Loup, Nebraska",585,53125,73.1182796,Rural
"McPherson, Nebraska",454,48882,68.9655172,Rural
"Madison, Nebraska",35164,52857,82.0681914,Mostly Urban
"Merrick, Nebraska",7803,54197,76.3838748,Mostly Rural
"Morrill, Nebraska",4841,45121,77.5479314,Rural
"Nance, Nebraska",3554,45833,77.6843467,Rural
"Nemaha, Nebraska",7004,51922,82.412235,Mostly Rural
"Nuckolls, Nebraska",4275,42049,76.4367816,Rural
"Otoe, Nebraska",15896,54828,80.0061996,Mostly Rural
"Pawnee, Nebraska",2676,46314,70.7136998,Rural
"Perkins, Nebraska",2907,62469,83.8367347,Rural
"Phelps, Nebraska",9120,57241,82.3020117,Mostly Urban
"Pierce, Nebraska",7157,56620,83.0138797,Rural
"Platte, Nebraska",33063,62617,81.3076923,Mostly Urban
"Polk, Nebraska",5255,61962,84.6003899,Rural
"Red Willow, Nebraska",10806,46859,76.115721,Mostly Urban
"Richardson, Nebraska",8009,48096,79.4538706,Mostly Rural
"Rock, Nebraska",1350,52604,77.4760383,Rural
"Saline, Nebraska",14288,51143,78.9276562,Mostly Rural
"Sarpy, Nebraska",178351,79549,92.1700361,Mostly Urban
"Saunders, Nebraska",21024,66718,84.134038,Mostly Rural
"Scotts Bluff, Nebraska",36255,50157,79.2513515,Mostly Urban
"Seward, Nebraska",17127,67591,84.6422074,Mostly Rural
"Sheridan, Nebraska",5234,41719,72.6343847,Rural
"Sherman, Nebraska",3042,51172,77.982327,Rural
"Sioux, Nebraska",1266,46875,75.9930915,Rural
"Stanton, Nebraska",5992,62687,83.9004149,Mostly Rural
"Thayer, Nebraska",5098,50734,77.3105563,Rural
"Thomas, Nebraska",645,50682,84.5890411,Rural
"Thurston, Nebraska",7140,48149,68.137931,Rural
"Valley, Nebraska",4224,55170,75.2173913,Rural
"Washington, Nebraska",20219,70753,86.1907692,Mostly Rural
"Wayne, Nebraska",9367,62623,87.6948318,Mostly Urban
"Webster, Nebraska",3571,42298,78.6701777,Rural
"Wheeler, Nebraska",822,52083,76.1904762,Rural
"York, Nebraska",13799,59779,85.169566,Mostly Urban
"Churchill, Nevada",24010,51514,85.7419289,Mostly Urban
"Clark, Nevada",2141574,56802,84.8010428,Mostly Urban
"Douglas, Nevada",47828,62503,88.3910783,Mostly Urban
"Elko, Nevada",52252,77209,88.1388512,Mostly Urban
"Esmeralda, Nevada",981,40000,61.2334802,Rural
"Eureka, Nevada",1830,77625,81.3333333,Rural
"Humboldt, Nevada",16904,70373,81.2789029,Mostly Urban
"Lander, Nevada",5746,93583,84.9544801,Mostly Urban
"Lincoln, Nevada",5174,56414,78.4419402,Rural
"Lyon, Nevada",53155,55493,84.6502338,Mostly Urban
"Mineral, Nevada",4448,41163,71.001032,Mostly Urban
"Nye, Nevada",43705,45711,77.2498393,Mostly Urban
"Pershing, Nevada",6611,50846,71.5985515,Rural
"Storey, Nevada",3941,62284,84.2302879,Mostly Rural
"Washoe, Nevada",450486,61155,86.9533643,Mostly Urban
"White Pine, Nevada",9737,62993,82.3179371,Mostly Rural
"Carson City, Nevada",54467,52034,83.0906905,Mostly Urban
"Belknap, New Hampshire",60640,68368,87.5621488,Mostly Rural
"Carroll, New Hampshire",47840,61116,87.9544376,Mostly Rural
"Cheshire, New Hampshire",76263,63057,85.0489792,Mostly Rural
"Coos, New Hampshire",32038,45696,79.5626822,Mostly Rural
"Grafton, New Hampshire",89811,63153,87.6697744,Mostly Rural
"Hillsborough, New Hampshire",411087,78655,90.8888191,Mostly Urban
"Merrimack, New Hampshire",149452,72478,88.4238369,Mostly Rural
"Rockingham, New Hampshire",305129,90429,92.2719668,Mostly Urban
"Strafford, New Hampshire",128237,70650,88.4835627,Mostly Urban
"Sullivan, New Hampshire",43125,60780,84.6617813,Mostly Rural
"Atlantic, New Jersey",268539,59989,83.7144802,Mostly Urban
"Bergen, New Jersey",929999,95837,90.1971624,Mostly Urban
"Burlington, New Jersey",446367,84992,89.3906801,Mostly Urban
"Camden, New Jersey",507367,67118,84.2977591,Mostly Urban
"Cape May, New Jersey",93705,63690,85.7132117,Mostly Urban
"Cumberland, New Jersey",153400,52593,80.3173411,Mostly Urban
"Essex, New Jersey",793555,59302,82.3817177,Mostly Urban
"Gloucester, New Jersey",290852,85160,88.6247813,Mostly Urban
"Hudson, New Jersey",668631,66289,85.8379432,Mostly Urban
"Hunterdon, New Jersey",125051,112535,91.5175922,Mostly Urban
"Mercer, New Jersey",368762,79990,85.4835108,Mostly Urban
"Middlesex, New Jersey",826698,85954,89.2696024,Mostly Urban
"Monmouth, New Jersey",623387,95699,90.0621702,Mostly Urban
"Morris, New Jersey",494383,111316,92.6106713,Mostly Urban
"Ocean, New Jersey",591939,68021,83.8234119,Mostly Urban
"Passaic, New Jersey",504041,66476,80.7790065,Mostly Urban
"Salem, New Jersey",63336,64309,82.1440522,Mostly Urban
"Somerset, New Jersey",330176,111772,93.0067002,Mostly Urban
"Sussex, New Jersey",142298,90520,91.4207005,Mostly Urban
"Union, New Jersey",553066,77095,85.3365575,Mostly Urban
"Warren, New Jersey",106293,78145,87.1898428,Mostly Urban
"Bernalillo, New Mexico",677692,51643,82.210896,Mostly Urban
"Catron, New Mexico",3539,42480,61.7668356,Rural
"Chaves, New Mexico",65459,43197,74.5781,Mostly Urban
"Cibola, New Mexico",26978,37368,60.5213111,Mostly Rural
"Colfax, New Mexico",12353,33783,68.8622754,Mostly Rural
"Curry, New Mexico",50199,46182,81.0477991,Mostly Urban
